So you can excuse me, I'm too busy watching hoes poppin' they coochie
Oh yeah I can see why you call me Bruce Lee
My chinese connections got deals on QPs
The rookie of the year man, pullin' a flukey
I feel to do the right thing but I aint moving
A man of my action, go ahead and act
I'm passionate and rappin' with a west coast accent
My homies to the point when they speak to women
And we still conversatin' so we keep it pimpin
I been breaking rules all my life
Seventh grade in the back room chocolate type
I need paper, hey, up in a major way
I won't cater a play for those that hatin' the game
I say later don't look at this as doing me a favor
I made a pact with my home boys to keep it player
A gangster in a hotub in the midst of drama
The bullets hit the water, make it look just like a sauna
Some holla for Madonna, man
Some holla for they momma
9 times out of 10 they know knew who shot 'em
A gangster in a hotub in the midst of drama
The bullets hit the water, make it look just like a sauna
Some holla for Madonna, man
Some holla for they momma
9 times out of 10 they never knew who shot 'em
Yo this is the take off, and yo baby this is the bake off
Sirloin beef with the A1 steak sauce
I got it going on acting like a love jones
Turn like a cyclone, bust with the lights on
I hit the scene like Peppy La pui
I'm in a double vested suit that I copped from Lou
I'm from the X generation, crime location
Turn down your invitation to your radio station
Move like a cobra gone from the rollas
It's just like the hunt for the red October
Some pit-bull terror from the Ronald Regan era
And me and my players keep it cold as the Sierra
We dress like it's DQ magazine and the homies said he gotta keep a magazine
And this freak said she see me in a magazine
So we broke down jaw on the magazine
My shook a heel and under veils with 4 wheels
And driving with my knees so the weed don't spill
I'm going at you gator on your izod sweater
And broke cats say there aint nothing like cheddar
They bomb first and say I'm caught up in the wrong curse
And I never get to kick it with the god flirt
And when I ask why, they bust a alibi
They took my wings so an angel like me couldn't fly
And I wonder why
A gangster in a hotub in the midst of drama
The bullets hit the water, make it look just like a sauna
Some holla for Madonna, man
Some holla for they momma
9 times out of 10 they know knew who shot 'em
A gangster in a hotub in the midst of drama
The bullets hit the water, make it look just like a sauna
Some holla for Madonna, man
Some holla for they momma
9 times out of 10 they never knew who shot 'em"
357901,the-last-rap-i-ll-ever-write,2007,andre-nickatina,Hip-Hop,"On the night of the last rap that I write
MC's all over will bless the mic
Point two double glocks in the air
Stunt Caps go down they were as share
Real rap take to be made of gold
Hot little ho's y'all keep em cold
Everywhere, check it out, it'll be cool
All dope deals will even go smooth
On the night of the last rap that I write
The Devil and God gon' have a fight
Check it, head to head
Tiga, toe to toe
Try'na figure out where I'ma go
All non-smokers gon' blaze the weed
Butterflies will turn back to centipedes
From pennies, yeah tiga
To a gang of g's
And all my homies go from oz's to ki's
On the night of the last rap that I write
Mike Tyson gon' have his greatest fight
Knock the little trick out with a left and a right
Stevie Wonder even gon' regain his sight
On the night of my last rap
Africa's gon' be run by blacks
And no where 'round will there be crack
Jamaica's gon' get Bob Marley's back
And all my tigas gon' bust they guns
And no where 'round where the police come
And check this out
I'ma kick it with Khan
Muhammad Ali will be pronounced as god
Won't be one killin' in the projects
Muslim's will all cry from Malcom-X
Hewey'll finally get respect
Dis I know, I never guessed
On the night of the last rap that I write
I'll be married with a wife
She'll be the special love of my life
But check this out muthafucka, not tonight
Life, of a desperado
Kick it like soccer, that's my motto
Like a bullet in your gun
My heart stay hollow
Somethin' to like but not to follow
Yo!"
357902,box-of-lucky-charms,2007,andre-nickatina,Hip-Hop,"(A. Nickatina)
My morning starts off with the chicken and the waffles
Baby say she never touched the hand of a capo
Shoot at the reflection in the mirror of life
If you hit your target then they say you live twice
In a box of lucky charms man keep a few Gs
And never talk about the tricks kept up your sleeve
Help you? please, I'm all about greed
Make the crowd freeze, get the cheese then leave
(Queezy)
Young Queez strike a pose like a statue
Brand new clothes, too close as I'm at you
Bad news bear, all you squares too late now
The Godfather said it best pay style
Not a little bit, not even fifty cent
We don't trip one dime in the city, pimp
West coast, the blade on the esco
And I leave her automatic at my next show
(A. Nickatina)
Pinky ring shinin like a baseball diamond
I was right there when that gangsta started cryin
Twisted and wired, gun-mouth 4 hire
The game that we it accept all liars
Fears and desires, no court room choirs
Forget about ""I quit"" no more retires
It's who can maintain as they ride on the flames
With gasoline, cop a new beam
Get that super bad dime on the team
And don't lose focus of the ultimate scheme
See?
(Queez)
We a fool, throw your main beez in the pool
No rules imma have to take her back to school
Those dirty mags imma clown like Bernie Mac
Hit his hoe cause she heard me rap
I got no time for your little small talk
All ya'll know Quipto play hardball
On off all off, everything come in time
Til then just roll up and bust my rhyme
(A. Nickatina)
Hey, hey, hey
My homies like clothes from Louis Vuitton
Now let the freaks in the house know the game is on
Jamal Wilkes, man imma pop that J
He'll call me silk til my dying day
The gods got angels with guns in hands
Man bullets that'll rip through a
Man the sharks in the water for your daughter
And as you swim farther bitch the sharks getting larger
Cold money spender and not a money lender
Man let a quarter ounce break down in a blender
Man it's Quipto yo and A. Nickatina
It's like Joe and Darryl in shell toe adidas
I'm swimming in the river of the phoenix
Holla at me now hoe forget about the remix
Because I'm reloaded, and all the hoes know it
It might be candy painted man but it's never candy coated
Man it's like a semi when I gotta tell you gimme
Reputation searchin like the henny and the remmy
See that car? Imma cop that, God!
Police ain't around? Gonna spark that, God!
Take this valium and cry about the pain
Or throw them dice and roll with the game
(Queez)
Roll with the game, my homie said feel my pain
Some say that he might rise again
Put your flame to the sky, and strike ya lighters
For Mac Dre just one moment of silence...
Yeah burn your backwood
Thizz dance, wipe your sweat off with a wrist band
Gon' just kick back, keep your lip latched
